CODA Motion Analysis Text

Time	Markers																											
Time	Marker 09.X	Marker 09.Y	Marker 09.Z	9.V	Marker 10.X	Marker 10.Y	Marker 10.Z	10.V	Marker 11.X	Marker 11.Y	Marker 11.Z	11.V	Marker 12.X	Marker 12.Y	Marker 12.Z	12.V	Marker 13.X	Marker 13.Y	Marker 13.Z	13.V	Marker 14.X	Marker 14.Y	Marker 14.Z	14.V	Marker 15.X	Marker 15.Y	Marker 15.Z	15.V
0.061	-18.758	-678.996	0.118	1	-0.003	0.402	-0.857	1	1041.198	0.711	-0.534	1	0.000	0.000	0.000	0	331.741	-678.426	313.063	1	339.735	-675.753	304.018	1	0.000	0.000	0.000	0
0.066	-18.849	-678.865	-0.323	1	0.012	0.214	-0.499	1	1041.133	-0.312	0.498	1	0.000	0.000	0.000	0	331.729	-678.459	313.001	1	339.722	-675.859	304.416	1	0.000	0.000	0.000	0
0.071	-18.823	-678.772	-0.797	1	0.043	0.048	0.040	1	1041.246	0.247	-0.858	1	0.000	0.000	0.000	0	331.709	-678.458	313.008	1	339.595	-676.100	304.864	1	0.000	0.000	0.000	0
0.076	-18.776	-678.879	-0.417	1	0.070	0.008	-0.074	1	1041.022	-0.241	0.952	1	0.000	0.000	0.000	0	331.648	-678.447	312.932	1	339.726	-675.910	304.708	1	0.000	0.000	0.000	0
0.081	-18.818	-678.887	-0.224	1	0.059	-0.181	0.298	1	1041.126	-0.149	0.528	1	0.000	0.000	0.000	0	331.669	-678.569	313.648	1	339.679	-676.119	305.070	1	0.000	0.000	0.000	0
0.086	-18.665	-679.114	0.635	1	-0.021	0.408	-1.102	1	1041.042	-0.578	1.452	1	0.000	0.000	0.000	0	331.604	-678.562	313.243	1	339.663	-676.003	305.293	1	0.000	0.000	0.000	0
0.091	-18.822	-678.784	-0.849	1	-0.096	0.138	-0.986	1	1041.252	0.461	-1.001	1	0.000	0.000	0.000	0	331.532	-678.475	312.749	1	339.643	-675.910	304.394	1	0.000	0.000	0.000	0
0.096	-18.626	-679.069	1.170	1	0.059	-0.054	0.020	1	1041.139	0.062	0.023	1	0.000	0.000	0.000	0	331.568	-678.503	313.520	1	339.559	-675.907	304.818	1	0.000	0.000	0.000	0
0.101	-18.919	-678.977	-0.612	1	-0.066	0.193	-0.585	1	1041.087	-0.135	0.324	1	0.000	0.000	0.000	0	331.576	-678.470	312.840	1	339.606	-675.851	305.210	1	0.000	0.000	0.000	0
0.106	-18.627	-679.120	0.556	1	0.102	0.039	-0.252	1	1041.064	-0.222	0.601	1	0.000	0.000	0.000	0	331.561	-678.451	312.511	1	339.496	-676.034	304.390	1	0.000	0.000	0.000	0
0.111	-18.911	-678.799	-0.988	1	0.122	-0.181	0.071	1	1040.791	-0.617	1.581	1	0.000	0.000	0.000	0	331.623	-678.410	313.476	1	339.686	-675.942	305.433	1	0.000	0.000	0.000	0
0.116	0.000	0.000	0.000	0	0.064	-0.300	0.151	1	1041.366	0.751	-1.977	1	0.000	0.000	0.000	0	331.591	-678.416	312.698	1	339.666	-675.893	305.314	1	0.000	0.000	0.000	0
0.121	-18.840	-679.004	0.105	1	0.004	0.110	0.139	1	1041.052	0.339	0.252	1	0.000	0.000	0.000	0	331.566	-678.469	312.977	1	339.475	-675.882	304.405	1	0.000	0.000	0.000	0
0.126	-18.737	-678.952	-0.219	1	0.072	0.206	-0.855	1	1041.029	-0.077	0.462	1	0.000	0.000	0.000	0	331.617	-678.543	313.714	1	339.650	-676.134	304.976	1	0.000	0.000	0.000	0
0.131	-18.963	-678.624	-2.062	1	-0.051	0.006	-0.318	1	1041.008	-0.321	1.038	1	0.000	0.000	0.000	0	331.545	-678.500	312.835	1	339.578	-676.048	305.225	1	0.000	0.000	0.000	0
0.136	-18.796	-678.963	-0.536	1	0.061	-0.034	0.007	1	1041.476	0.505	-1.290	1	0.000	0.000	0.000	0	331.583	-678.493	312.863	1	339.598	-676.132	305.270	1	0.000	0.000	0.000	0
0.141	-19.021	-678.843	-1.025	1	0.118	-0.201	0.330	1	1041.378	0.345	-1.206	1	0.000	0.000	0.000	0	331.573	-678.567	313.305	1	339.640	-676.162	305.482	1	0.000	0.000	0.000	0
0.146	-18.594	-679.103	0.496	1	0.093	-0.171	-0.005	1	1041.221	0.406	-0.508	1	0.000	0.000	0.000	0	331.573	-678.545	312.835	1	339.496	-676.003	304.682	1	0.000	0.000	0.000	0
0.151	-18.768	-678.841	-0.339	1	-0.014	0.170	-0.907	1	1041.291	0.357	-1.467	1	0.000	0.000	0.000	0	331.571	-678.604	313.044	1	339.521	-676.056	304.571	1	0.000	0.000	0.000	0
0.156	-18.968	-678.672	-1.639	1	0.115	0.047	0.202	1	1041.710	0.841	-2.289	1	0.000	0.000	0.000	0	331.540	-678.599	313.281	1	339.662	-676.369	305.444	1	0.000	0.000	0.000	0
0.161	-18.812	-678.903	-0.179	1	-0.121	0.104	-0.591	1	1041.224	0.233	-0.370	1	0.000	0.000	0.000	0	331.568	-678.629	312.933	1	339.664	-676.084	304.302	1	0.000	0.000	0.000	0
0.166	-18.904	-678.836	-0.586	1	0.083	-0.054	-0.234	1	1041.007	0.185	-0.850	1	0.000	0.000	0.000	0	331.582	-678.643	313.245	1	339.615	-676.098	304.960	1	0.000	0.000	0.000	0
0.171	-18.822	-678.914	-0.283	1	0.135	-0.197	0.355	1	1041.333	0.568	-0.726	1	0.000	0.000	0.000	0	331.622	-678.486	312.897	1	339.512	-676.001	303.979	1	0.000	0.000	0.000	0
0.176	-18.941	-678.821	-1.195	1	-0.027	0.072	-0.365	1	1041.109	-0.374	0.505	1	0.000	0.000	0.000	0	331.606	-678.573	313.040	1	339.624	-676.032	304.595	1	0.000	0.000	0.000	0
0.181	-18.958	-678.758	-1.265	1	0.114	-0.294	0.374	1	1041.158	-0.062	1.085	1	0.000	0.000	0.000	0	331.723	-678.617	313.409	1	339.610	-675.921	304.505	1	0.000	0.000	0.000	0
0.186	-19.095	-678.821	-1.142	1	-0.048	-0.085	-0.476	1	1040.910	-0.360	1.767	1	0.000	0.000	0.000	0	331.673	-678.540	313.030	1	339.657	-675.978	304.499	1	0.000	0.000	0.000	0
0.191	0.000	0.000	0.000	0	0.026	-0.025	-0.236	1	1041.152	0.110	-0.309	1	0.000	0.000	0.000	0	331.688	-678.606	313.210	1	339.717	-675.990	304.302	1	0.000	0.000	0.000	0
0.196	-18.764	-678.909	-0.240	1	-0.063	0.183	-0.470	1	1041.268	0.583	-1.186	1	0.000	0.000	0.000	0	331.691	-678.521	312.863	1	339.762	-675.829	304.793	1	0.000	0.000	0.000	0
0.201	-19.024	-678.738	-1.124	1	0.066	-0.067	0.142	1	1041.010	0.094	0.618	1	0.000	0.000	0.000	0	331.728	-678.496	312.977	1	339.607	-675.956	304.677	1	0.000	0.000	0.000	0
0.206	-18.672	-679.028	0.548	1	0.013	0.269	-0.819	1	1041.058	0.163	-0.558	1	0.000	0.000	0.000	0	331.688	-678.457	312.328	1	339.716	-675.847	304.520	1	0.000	0.000	0.000	0
0.211	-18.765	-678.788	-0.389	1	0.100	0.196	0.141	1	1041.033	-0.297	0.606	1	0.000	0.000	0.000	0	331.735	-678.396	312.741	1	339.734	-675.948	304.179	1	0.000	0.000	0.000	0
0.216	-18.803	-678.975	-0.313	1	0.130	-0.136	0.659	1	1041.371	0.377	-2.060	1	0.000	0.000	0.000	0	331.669	-678.453	312.784	1	339.679	-675.840	304.167	1	0.000	0.000	0.000	0
0.221	-18.941	-678.792	-0.858	1	0.036	0.089	-0.488	1	1041.208	0.047	-0.028	1	0.000	0.000	0.000	0	331.736	-678.604	313.380	1	339.642	-675.837	303.982	1	0.000	0.000	0.000	0
0.226	-18.925	-678.756	-1.254	1	0.067	-0.265	0.526	1	1041.312	0.657	-1.490	1	0.000	0.000	0.000	0	331.677	-678.478	312.884	1	339.549	-675.909	304.272	1	0.000	0.000	0.000	0
0.231	-18.805	-678.804	-0.426	1	-0.050	0.383	-1.279	1	1040.859	0.534	-0.205	1	0.000	0.000	0.000	0	331.697	-678.517	313.430	1	339.717	-676.017	304.612	1	0.000	0.000	0.000	0
0.236	-18.994	-678.845	-1.335	1	0.155	-0.164	0.376	1	1040.790	-0.393	2.142	1	0.000	0.000	0.000	0	331.620	-678.546	313.310	1	339.471	-675.939	303.852	1	0.000	0.000	0.000	0
0.241	-18.917	-678.873	-0.598	1	-0.018	0.186	-0.410	1	1041.091	0.024	0.105	1	0.000	0.000	0.000	0	331.615	-678.462	312.577	1	339.652	-675.874	304.173	1	0.000	0.000	0.000	0
0.246	-18.865	-678.964	-0.160	1	0.002	0.087	-0.244	1	1041.137	-0.319	1.010	1	0.000	0.000	0.000	0	331.686	-678.588	313.499	1	339.657	-675.848	304.563	1	0.000	0.000	0.000	0
0.251	-18.879	-678.834	-0.538	1	-0.150	0.350	-1.088	1	1041.124	0.127	-0.292	1	0.000	0.000	0.000	0	331.702	-678.530	313.352	1	339.701	-675.862	303.981	1	0.000	0.000	0.000	0
0.256	-18.886	-678.921	-0.450	1	-0.146	0.211	-1.048	1	1041.073	-0.450	0.695	1	0.000	0.000	0.000	0	331.622	-678.488	312.814	1	339.639	-675.986	304.768	1	0.000	0.000	0.000	0
0.261	-18.890	-678.860	-1.038	1	-0.027	0.358	-1.101	1	1040.779	-0.336	1.266	1	0.000	0.000	0.000	0	331.687	-678.495	313.375	1	339.632	-675.957	304.449	1	0.000	0.000	0.000	0
0.266	-18.894	-678.940	-0.527	1	0.067	-0.105	-0.010	1	1041.191	0.117	-0.200	1	0.000	0.000	0.000	0	331.655	-678.536	313.120	1	339.713	-676.214	305.726	1	0.000	0.000	0.000	0
0.271	-18.993	-678.760	-1.196	1	0.174	-0.137	0.513	1	1041.539	0.418	-2.049	1	0.000	0.000	0.000	0	331.726	-678.551	313.254	1	339.649	-676.149	304.639	1	0.000	0.000	0.000	0
0.276	-18.893	-678.891	-0.837	1	0.121	-0.148	0.434	1	1041.023	0.397	0.719	1	0.000	0.000	0.000	0	331.706	-678.650	313.599	1	339.752	-675.982	304.446	1	0.000	0.000	0.000	0
0.281	-18.813	-678.856	-0.762	1	0.109	-0.029	-0.004	1	1041.418	0.536	-1.477	1	0.000	0.000	0.000	0	331.750	-678.613	313.371	1	339.818	-676.010	305.597	1	0.000	0.000	0.000	0
0.286	-18.865	-678.793	-0.625	1	-0.018	-0.069	0.221	1	1041.085	0.171	0.512	1	0.000	0.000	0.000	0	331.784	-678.596	313.156	1	339.747	-675.983	305.076	1	0.000	0.000	0.000	0
0.291	-18.743	-678.773	-0.776	1	0.192	-0.081	0.198	1	1041.263	0.562	-1.294	1	0.000	0.000	0.000	0	331.825	-678.591	313.244	1	339.771	-675.892	304.619	1	0.000	0.000	0.000	0
0.296	-18.998	-678.948	-0.953	1	-0.127	0.270	-1.126	1	1041.362	0.545	-1.405	1	0.000	0.000	0.000	0	331.797	-678.600	313.132	1	339.743	-676.060	304.717	1	0.000	0.000	0.000	0
0.301	-18.842	-678.796	-1.187	1	-0.132	0.132	-0.645	1	1041.064	-0.252	1.155	1	0.000	0.000	0.000	0	331.750	-678.570	313.118	1	339.743	-676.004	304.467	1	0.000	0.000	0.000	0
0.306	-18.860	-678.852	-0.425	1	0.021	0.082	-0.201	1	1040.950	-0.138	0.171	1	0.000	0.000	0.000	0	331.785	-678.557	312.983	1	339.842	-676.014	304.753	1	0.000	0.000	0.000	0
0.311	-18.929	-678.928	-0.263	1	-0.024	0.178	-0.722	1	1040.799	-0.503	2.226	1	0.000	0.000	0.000	0	331.876	-678.607	313.440	1	339.749	-676.072	305.172	1	0.000	0.000	0.000	0
0.316	-18.894	-678.823	-0.972	1	-0.065	0.185	-0.900	1	1040.978	0.048	0.186	1	0.000	0.000	0.000	0	331.786	-678.571	313.172	1	339.701	-676.111	304.544	1	0.000	0.000	0.000	0
0.321	-18.801	-678.890	-0.191	1	0.090	0.193	-0.537	1	1041.322	0.631	-1.190	1	0.000	0.000	0.000	0	331.788	-678.646	312.935	1	339.886	-676.171	305.148	1	0.000	0.000	0.000	0
0.326	0.000	0.000	0.000	0	0.049	0.040	0.228	1	1041.447	0.426	-1.275	1	0.000	0.000	0.000	0	331.824	-678.618	312.976	1	339.918	-676.296	305.657	1	0.000	0.000	0.000	0
0.331	-18.819	-678.873	-0.701	1	0.307	-0.489	1.666	1	1041.228	0.522	-0.598	1	0.000	0.000	0.000	0	331.868	-678.745	313.196	1	339.865	-676.247	304.800	1	0.000	0.000	0.000	0
0.336	-18.704	-678.953	0.208	1	0.378	-0.387	1.284	1	1041.137	0.144	-0.075	1	0.000	0.000	0.000	0	331.811	-678.664	313.180	1	339.909	-676.170	305.211	1	0.000	0.000	0.000	0
0.341	-18.935	-678.791	-1.366	1	0.157	-0.052	0.215	1	1041.307	0.509	-0.856	1	0.000	0.000	0.000	0	331.752	-678.571	312.667	1	339.720	-676.004	303.997	1	0.000	0.000	0.000	0
0.346	-18.905	-678.808	-1.252	1	0.071	-0.045	-0.047	1	1041.313	-0.009	0.401	1	0.000	0.000	0.000	0	331.777	-678.610	312.931	1	339.805	-675.969	304.024	1	0.000	0.000	0.000	0
0.351	-18.922	-678.673	-1.551	1	0.075	0.016	0.376	1	1041.643	0.913	-2.677	1	0.000	0.000	0.000	0	331.747	-678.644	312.798	1	339.694	-676.213	304.796	1	0.000	0.000	0.000	0
0.356	-18.969	-678.836	-1.249	1	-0.084	0.156	-0.400	1	1040.783	-0.225	1.508	1	0.000	0.000	0.000	0	331.749	-678.638	313.078	1	339.710	-676.074	303.395	1	0.000	0.000	0.000	0
0.361	-19.094	-678.701	-2.059	1	0.138	-0.067	-0.074	1	1041.205	0.590	-0.979	1	0.000	0.000	0.000	0	331.760	-678.639	313.256	1	339.789	-676.134	304.361	1	0.000	0.000	0.000	0
0.366	-18.892	-678.846	-0.150	1	0.022	0.292	-0.313	1	1041.350	0.552	-0.990	1	0.000	0.000	0.000	0	331.742	-678.714	313.238	1	339.579	-676.152	304.810	1	0.000	0.000	0.000	0
0.371	-18.748	-678.881	-0.385	1	0.010	0.378	-1.024	1	1041.274	0.352	-0.872	1	0.000	0.000	0.000	0	331.755	-678.628	313.296	1	339.724	-676.114	305.192	1	0.000	0.000	0.000	0
0.376	-18.821	-678.775	-0.841	1	-0.005	0.163	-0.349	1	1041.457	0.544	-1.487	1	0.000	0.000	0.000	0	331.764	-678.600	313.037	1	339.722	-675.990	304.523	1	0.000	0.000	0.000	0
0.381	-18.829	-678.790	-0.511	1	0.117	0.171	0.056	1	1041.000	0.128	-0.027	1	0.000	0.000	0.000	0	331.727	-678.540	312.873	1	339.862	-676.293	305.453	1	0.000	0.000	0.000	0
0.386	0.000	0.000	0.000	0	0.183	-0.159	0.636	1	1041.488	0.612	-1.671	1	0.000	0.000	0.000	0	331.753	-678.665	313.261	1	339.709	-676.254	304.804	1	0.000	0.000	0.000	0
0.391	-18.830	-679.068	-0.401	1	0.104	-0.028	-0.277	1	1041.014	-0.439	0.636	1	0.000	0.000	0.000	0	331.710	-678.653	313.113	1	339.737	-675.972	305.061	1	0.000	0.000	0.000	0
0.396	-18.972	-678.745	-1.109	1	0.066	0.078	-0.092	1	1041.311	0.556	-1.109	1	0.000	0.000	0.000	0	331.665	-678.572	312.895	1	339.740	-675.994	304.611	1	0.000	0.000	0.000	0
0.401	-18.827	-678.897	-0.514	1	0.145	-0.281	0.299	1	1041.281	0.332	-0.818	1	0.000	0.000	0.000	0	331.714	-678.514	312.624	1	339.855	-676.029	304.464	1	0.000	0.000	0.000	0
0.406	-18.813	-678.824	-0.300	1	-0.062	0.267	-0.601	1	1041.261	0.827	-1.510	1	0.000	0.000	0.000	0	331.691	-678.656	313.028	1	339.753	-676.188	305.037	1	0.000	0.000	0.000	0
0.411	-18.997	-678.736	-1.094	1	0.167	-0.287	0.548	1	1040.955	0.088	0.046	1	0.000	0.000	0.000	0	331.691	-678.640	312.772	1	339.747	-676.194	305.612	1	0.000	0.000	0.000	0
0.416	-19.047	-678.665	-2.045	1	0.172	-0.349	1.139	1	1041.237	-0.263	0.455	1	0.000	0.000	0.000	0	331.706	-678.616	312.822	1	339.650	-676.098	304.488	1	0.000	0.000	0.000	0
0.421	-19.064	-678.793	-1.496	1	-0.051	0.229	-0.110	1	1041.043	-0.054	0.806	1	0.000	0.000	0.000	0	331.663	-678.727	313.557	1	339.726	-676.079	305.099	1	0.000	0.000	0.000	0
0.426	-19.132	-678.783	-1.609	1	-0.067	0.282	-0.925	1	1040.949	-0.439	1.187	1	0.000	0.000	0.000	0	331.670	-678.639	313.006	1	339.761	-676.351	305.470	1	0.000	0.000	0.000	0
0.431	-18.633	-678.879	-0.490	1	0.154	-0.112	0.256	1	1041.116	0.405	-1.058	1	0.000	0.000	0.000	0	331.683	-678.698	313.090	1	339.554	-676.126	304.457	1	0.000	0.000	0.000	0
0.436	-18.748	-678.959	-0.011	1	-0.037	0.127	-0.425	1	1041.108	0.414	-1.047	1	0.000	0.000	0.000	0	331.642	-678.713	312.904	1	339.688	-676.022	304.436	1	0.000	0.000	0.000	0
0.441	-18.607	-679.026	0.445	1	-0.010	-0.009	-0.197	1	1041.132	0.350	-0.376	1	0.000	0.000	0.000	0	331.627	-678.643	312.980	1	339.669	-676.248	305.654	1	0.000	0.000	0.000	0
0.446	-18.691	-679.075	0.481	1	0.110	-0.092	0.427	1	1040.794	-0.585	1.675	1	0.000	0.000	0.000	0	331.626	-678.641	313.096	1	339.643	-676.157	305.486	1	0.000	0.000	0.000	0
0.451	-18.839	-678.780	-0.739	1	0.008	-0.210	0.378	1	1041.254	0.427	-0.912	1	0.000	0.000	0.000	0	331.616	-678.663	313.137	1	339.667	-676.126	305.044	1	0.000	0.000	0.000	0
0.456	-19.069	-678.641	-1.510	1	0.002	0.138	-0.675	1	1041.201	0.653	-1.152	1	0.000	0.000	0.000	0	331.625	-678.753	313.474	1	339.491	-675.962	303.622	1	0.000	0.000	0.000	0
0.461	-18.787	-678.838	-0.292	1	0.005	-0.023	-0.140	1	1041.472	0.715	-1.946	1	0.000	0.000	0.000	0	331.638	-678.620	313.024	1	339.513	-676.055	304.529	1	0.000	0.000	0.000	0
0.466	-18.875	-678.840	-0.608	1	0.012	0.002	-0.373	1	1040.714	-0.631	2.446	1	0.000	0.000	0.000	0	331.666	-678.687	313.303	1	339.536	-676.085	304.061	1	0.000	0.000	0.000	0
0.471	-18.989	-678.851	-1.424	1	0.136	-0.160	0.365	1	1041.165	0.137	0.094	1	0.000	0.000	0.000	0	331.726	-678.712	313.943	1	339.656	-676.128	304.990	1	0.000	0.000	0.000	0
0.476	-18.824	-678.810	-0.709	1	0.115	0.012	-0.040	1	1041.132	-0.131	0.276	1	0.000	0.000	0.000	0	331.689	-678.702	312.901	1	339.652	-676.004	303.959	1	0.000	0.000	0.000	0
0.481	-19.018	-678.664	-1.662	1	0.171	-0.221	0.403	1	1041.023	-0.012	1.007	1	0.000	0.000	0.000	0	331.698	-678.641	312.951	1	339.657	-676.086	304.565	1	0.000	0.000	0.000	0
0.486	-18.917	-678.681	-1.399	1	-0.179	0.323	-1.225	1	1041.279	0.747	-1.499	1	0.000	0.000	0.000	0	331.764	-678.692	313.000	1	339.709	-676.144	304.709	1	0.000	0.000	0.000	0
0.491	-19.122	-678.909	-1.063	1	0.049	-0.078	0.250	1	1041.384	0.308	-1.522	1	0.000	0.000	0.000	0	331.801	-678.727	313.370	1	339.809	-676.150	304.363	1	0.000	0.000	0.000	0
0.496	-18.718	-678.853	-0.200	1	0.076	-0.153	0.092	1	1041.590	0.908	-2.881	1	0.000	0.000	0.000	0	331.812	-678.649	313.027	1	339.621	-676.064	304.135	1	0.000	0.000	0.000	0
0.501	-18.740	-678.919	0.248	1	0.028	-0.210	0.306	1	1040.990	-0.105	0.346	1	0.000	0.000	0.000	0	331.761	-678.669	312.642	1	339.911	-676.223	305.592	1	0.000	0.000	0.000	0
0.506	-18.929	-678.972	-1.279	1	0.079	0.077	-0.511	1	1041.057	-0.412	0.343	1	0.000	0.000	0.000	0	331.828	-678.633	312.726	1	339.860	-676.365	304.904	1	0.000	0.000	0.000	0
0.511	-18.812	-678.971	-0.274	1	0.089	0.008	-0.133	1	1041.410	0.190	-0.244	1	0.000	0.000	0.000	0	331.834	-678.677	313.056	1	339.812	-676.259	305.050	1	0.000	0.000	0.000	0
0.516	-18.750	-678.867	-0.605	1	-0.150	0.246	-0.949	1	1041.434	0.093	-0.935	1	0.000	0.000	0.000	0	331.835	-678.772	313.200	1	339.875	-676.264	305.138	1	0.000	0.000	0.000	0
0.521	-18.719	-678.860	-0.156	1	0.068	-0.100	-0.035	1	1041.223	-0.069	0.093	1	0.000	0.000	0.000	0	331.802	-678.701	313.022	1	339.921	-676.134	304.328	1	0.000	0.000	0.000	0
0.526	-18.891	-678.750	-0.731	1	0.137	-0.192	0.573	1	1041.253	-0.259	-0.018	1	0.000	0.000	0.000	0	331.806	-678.733	313.145	1	339.778	-676.026	304.106	1	0.000	0.000	0.000	0
0.531	-18.939	-678.783	-1.296	1	-0.034	0.322	-0.456	1	1041.636	0.546	-1.830	1	0.000	0.000	0.000	0	331.817	-678.668	312.893	1	339.877	-676.159	305.469	1	0.000	0.000	0.000	0
0.536	-18.815	-678.880	-0.478	1	0.058	-0.043	-0.027	1	1041.127	0.011	0.407	1	0.000	0.000	0.000	0	331.827	-678.773	313.757	1	339.725	-676.007	304.854	1	0.000	0.000	0.000	0
0.541	-18.960	-678.706	-1.062	1	-0.030	0.258	-0.718	1	1040.986	-0.175	0.365	1	0.000	0.000	0.000	0	331.789	-678.680	313.038	1	339.785	-676.066	304.329	1	0.000	0.000	0.000	0
0.546	-18.719	-678.970	0.008	1	-0.074	0.362	-0.962	1	1041.127	-0.232	0.473	1	0.000	0.000	0.000	0	331.809	-678.726	313.248	1	339.787	-676.271	305.065	1	0.000	0.000	0.000	0
0.551	-18.801	-678.910	-0.199	1	-0.046	0.078	-0.214	1	1041.281	0.168	-0.803	1	0.000	0.000	0.000	0	331.810	-678.794	313.216	1	339.809	-676.256	305.079	1	0.000	0.000	0.000	0
0.556	-18.845	-678.968	-0.741	1	0.129	-0.052	0.307	1	1041.217	0.589	-0.915	1	0.000	0.000	0.000	0	331.753	-678.773	312.837	1	339.689	-676.251	304.358	1	0.000	0.000	0.000	0
0.561	-18.576	-679.040	0.844	1	-0.086	0.326	-1.011	1	1041.407	0.852	-2.546	1	0.000	0.000	0.000	0	331.758	-678.820	313.442	1	339.836	-676.399	305.866	1	0.000	0.000	0.000	0
0.566	-18.843	-679.015	-0.444	1	-0.263	0.795	-2.188	1	1041.398	0.683	-1.867	1	0.000	0.000	0.000	0	331.718	-678.833	313.296	1	339.638	-676.127	303.962	1	0.000	0.000	0.000	0
0.571	-18.778	-678.875	-0.417	1	0.111	-0.352	0.698	1	1041.122	-0.004	0.150	1	0.000	0.000	0.000	0	331.675	-678.833	313.051	1	339.704	-676.285	304.879	1	0.000	0.000	0.000	0
0.576	-18.529	-678.956	0.773	1	0.114	0.004	0.320	1	1041.148	0.131	-0.518	1	0.000	0.000	0.000	0	331.658	-678.923	313.080	1	339.620	-676.265	304.240	1	0.000	0.000	0.000	0
0.581	-18.867	-678.955	-0.572	1	0.084	-0.123	0.148	1	1041.408	0.095	-0.683	1	0.000	0.000	0.000	0	331.573	-678.810	313.019	1	339.599	-676.397	305.354	1	0.000	0.000	0.000	0
0.586	-19.008	-678.881	-0.803	1	-0.213	0.242	-1.067	1	1041.441	0.612	-1.528	1	0.000	0.000	0.000	0	331.501	-678.821	312.653	1	339.416	-676.088	304.352	1	0.000	0.000	0.000	0
0.591	-18.930	-678.785	-0.778	1	-0.157	0.190	-1.555	1	1041.214	0.127	-0.411	1	0.000	0.000	0.000	0	331.544	-678.860	313.025	1	339.571	-676.260	304.566	1	0.000	0.000	0.000	0
0.596	-18.800	-678.943	-0.494	1	0.107	-0.248	0.089	1	1041.050	0.492	-0.674	1	0.000	0.000	0.000	0	331.512	-678.810	312.639	1	339.482	-676.146	304.329	1	0.000	0.000	0.000	0
0.601	-18.774	-678.943	-0.274	1	0.004	0.055	-0.518	1	1041.098	0.367	-0.518	1	0.000	0.000	0.000	0	331.599	-678.965	313.607	1	339.579	-676.576	305.086	1	0.000	0.000	0.000	0
